##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.4-5-g5dfd516", "run-date": "Thu Oct 24 15:34:01 2024", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.273788, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "species": "Onthophagus binodis", "genome-hash": "b8dd53a4ef8ac208"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg000025l~~317005..323432	6428	322,0,0,0,0,0,0	5429	|	Encephalitozoon hellem	907965	fung:microsporidians	4980	4573	122	|	2732488	fung:microsporidians	4980	4321	110	|	166361	anml:insects	970	471	40	|	7070	anml:insects	970	288	18	|	n/a	contaminant(div)	fung:microsporidians	77
ptg000025l~~323433..733137	409705	194072,12795,1360,0,0,0,0	143845	|	Onthophagus taurus	166361	anml:insects	127477	84306	945	|	224129	anml:insects	127477	10807	302	|	1611254	anml:nematodes	5246	5246	95	|	6465	anml:molluscs	5553	2485	88	|	n/a	repeat	anml:insects	31
ptg000026l~~1..194221	194221	127145,3236,180,0,0,0,0	46979	|	Onthophagus taurus	166361	anml:insects	41203	28852	408	|	27457	anml:insects	41203	2939	259	|	6669	anml:crustaceans	7147	3683	85	|	6687	anml:crustaceans	7147	4477	83	|	n/a	repeat	anml:insects	21
ptg000026l~~194222..196649	2428	0,0,640,0,0,0,0	2041	|	Clostridium kluyveri	583346	prok:firmicutes	819	745	32	|	3888	plnt:plants	1681	751	31	|	34573	anml:molluscs	750	544	31	|	1719275	anml:nematodes	555	555	28	|	n/a	low-coverage	prok:firmicutes	34
ptg000026l~~196650..1234381	1037732	622626,22542,3420,0,0,0,0	240178	|	Onthophagus taurus	166361	anml:insects	201997	152193	1038	|	224129	anml:insects	201997	11233	178	|	210409	anml:crustaceans	12665	6359	95	|	225164	anml:molluscs	9904	2852	85	|	n/a	repeat	anml:insects	19
ptg000027l~~1..12354366	12354366	6512565,1119367,2400,0,0,0,0	2458719	|	Onthophagus taurus	166361	anml:insects	2127118	1633986	3032	|	224129	anml:insects	2127118	123846	1069	|	10224	anml:echinoderms	6908	6364	396	|	2943436	anml:tardigrades	5562	5562	298	|	n/a	repeat	anml:insects	17
ptg000027l~~12354367..12357886	3520	0,0,0,0,0,0,0	2753	|	Encephalitozoon intestinalis	876142	fung:microsporidians	2497	2422	90	|	1178016	fung:microsporidians	2497	2197	84	|	2921223	anml:insects	509	350	22	|	88556	anml:insects	509	79	11	|	n/a	contaminant(div)	fung:microsporidians	71
ptg000027l~~12357887..13713844	1355958	642400,4840,320,0,0,0,0	420655	|	Onthophagus taurus	166361	anml:insects	367816	303567	1288	|	2921223	anml:insects	367816	32492	281	|	2597806	virs:viruses	11066	11066	165	|	6087	anml:basal metazoans	4914	4677	97	|	n/a	repeat	anml:insects	27
ptg000027l~~13713845..13718662	4818	0,0,0,0,0,0,0	4223	|	Wolbachia endosymbiont of Folsomia candida	169402	prok:a-proteobacteria	4219	3180	125	|	2954006	prok:a-proteobacteria	4219	3026	115	|	300111	anml:insects	737	737	45	|						|	n/a	contaminant(div)	prok:a-proteobacteria	88
ptg000027l~~13718663..13825598	106936	46759,188,0,0,0,0,0	35924	|	Onthophagus taurus	166361	anml:insects	28461	25912	371	|	2954006	prok:a-proteobacteria	10043	3710	68	|	2954046	prok:a-proteobacteria	10043	3914	68	|	50390	anml:insects	28461	2336	58	|	n/a	repeat	anml:insects	27
ptg000027l~~13825599..13829845	4247	0,0,0,0,0,0,0	3681	|	Wolbachia endosymbiont (group B) of Melanostoma mellinum	2954030	prok:a-proteobacteria	3596	3471	120	|	2954006	prok:a-proteobacteria	3596	1327	93	|	43146	anml:insects	1743	1389	72	|	166361	anml:insects	1743	846	58	|	n/a	contaminant(div)	prok:a-proteobacteria	85
ptg000027l~~13829846..16885720	3055875	1443683,12118,7880,0,0,0,0	952614	|	Onthophagus taurus	166361	anml:insects	811959	630872	2972	|	2921223	anml:insects	811959	30439	697	|	2943436	anml:tardigrades	12799	12799	454	|	10224	anml:echinoderms	18936	8984	408	|	n/a	repeat	anml:insects	27
ptg000027l~~16885721..16887826	2106	0,0,0,0,0,0,0	1873	|	Halicephalobus mephisto	2559892	anml:nematodes	1450	1164	41	|	13632	anml:insects	723	695	33	|	1891968	fung:basidiomycetes	451	451	24	|	7574	anml:brachiopods	373	373	22	|	n/a	same-kingdom-chimeric	anml:nematodes	69
ptg000027l~~16887827..20256322	3368496	1977289,24460,6600,0,0,0,0	863834	|	Onthophagus taurus	166361	anml:insects	718556	572698	3087	|	110193	anml:insects	718556	79850	477	|	66656	plnt:plants	49420	16564	156	|	1232801	anml:crustaceans	27113	8289	120	|	n/a	repeat	anml:insects	21
ptg000027l~~20256323..20259610	3288	0,0,0,0,0,0,0	2758	|	Echinops telfairi	9371	anml:mammals	1975	1975	103	|	125878	anml:amphibians	1879	1794	100	|	8407	anml:amphibians	1879	797	61	|	3635	plnt:plants	405	259	21	|	n/a	inconclusive	anml:mammals	60
ptg000027l~~20259611..21124773	865163	424387,1852,360,0,0,0,0	264918	|	Onthophagus taurus	166361	anml:insects	219129	176813	2024	|	224129	anml:insects	219129	18197	223	|	27687	anml:fishes	14502	7631	132	|	6669	anml:crustaceans	12481	6244	111	|	n/a	repeat	anml:insects	25
ptg000027l~~21124774..21127856	3083	142,0,0,0,0,0,0	2256	|	Encephalitozoon intestinalis	876142	fung:microsporidians	1825	1565	74	|	1178016	fung:microsporidians	1825	1490	71	|	166361	anml:insects	499	332	20	|	7217	anml:insects	499	311	19	|	n/a	contaminant(div)	fung:microsporidians	59
ptg000027l~~21127857..22063941	936085	508344,7464,2960,0,0,0,0	265146	|	Onthophagus taurus	166361	anml:insects	209996	143827	1777	|	7070	anml:insects	209996	21376	291	|	41117	anml:crustaceans	15114	5429	107	|	96803	anml:crustaceans	15114	4710	90	|	n/a	repeat	anml:insects	22
ptg000027l~~22063942..22066048	2107	0,0,0,0,0,0,0	1977	|	Zingiber officinale	94328	plnt:plants	1319	1319	43	|	312017	prst:alveolates	523	523	29	|	931172	anml:insects	425	237	19	|	61221	anml:reptiles	165	165	15	|	n/a	inconclusive	plnt:plants	63
ptg000027l~~22066049..23100102	1034054	449636,2518,1380,0,0,0,0	351572	|	Onthophagus taurus	166361	anml:insects	298797	243743	2458	|	41895	anml:insects	298797	22790	309	|	6728	anml:crustaceans	13064	5846	82	|	6669	anml:crustaceans	13064	1305	71	|	n/a	repeat	anml:insects	29
ptg000027l~~23100103..23107351	7249	958,0,0,0,0,0,0	5990	|	Arachis hypogaea	3818	plnt:plants	4685	4252	75	|	4874	fung:fungi	674	674	30	|	3469	plnt:plants	4685	445	22	|	1611254	anml:nematodes	591	345	22	|	n/a	contaminant(div)	plnt:plants	65
ptg000027l~~23107352..23108663	1312	160,0,0,0,0,0,0	274	|	Arachis hypogaea	3818	plnt:plants	204	204	16	|	166361	anml:insects	70	70	11	|						|						|	n/a	low-coverage	plnt:plants	16
ptg000027l~~23108664..23110686	2023	302,0,0,0,0,0,0	1643	|	Arachis hypogaea	3818	plnt:plants	1443	1443	45	|	9361	anml:mammals	254	254	17	|	2559892	anml:nematodes	173	173	15	|	7897	anml:fishes	175	175	14	|	n/a	inconclusive	plnt:plants	71
ptg000027l~~23110687..23112701	2015	0,0,0,0,0,0,0	417	|	Drosophila kikkawai	30033	anml:insects	399	399	22	|	409849	anml:fishes	18	18	5	|						|						|	n/a	low-coverage	anml:insects	20
ptg000027l~~23112702..23114934	2233	529,0,0,0,0,0,0	1975	|	Arachis hypogaea	3818	plnt:plants	1346	1346	43	|	409849	anml:fishes	597	597	30	|	27675	anml:mammals	693	693	29	|	33412	anml:insects	214	214	17	|	n/a	inconclusive	plnt:plants	60
ptg000027l~~23114935..23351942	237008	67570,1173,60,0,0,0,0	81001	|	Onthophagus taurus	166361	anml:insects	56505	53371	1162	|	3988	plnt:plants	7618	3918	71	|	2559892	anml:nematodes	5291	3246	62	|	880536	prst:alveolates	5453	2933	61	|	n/a	low-coverage	anml:insects	24
ptg000027l~~23351943..23359184	7242	0,0,980,0,0,0,0	6568	|	Salmo salar	8030	anml:fishes	3660	3254	68	|	8364	anml:amphibians	2292	2292	59	|	6573	anml:molluscs	775	763	34	|	1141106	prok:firmicutes	1307	748	34	|	n/a	inconclusive	anml:fishes	51
ptg000027l~~23359185..25195032	1835848	956783,17402,6640,0,0,0,0	512151	|	Onthophagus taurus	166361	anml:insects	404151	299059	2572	|	41139	anml:insects	404151	26925	301	|	72036	anml:crustaceans	22468	7097	151	|	1232801	anml:crustaceans	22468	6687	135	|	n/a	repeat	anml:insects	22
ptg000027l~~25195033..25197265	2233	0,0,20,0,0,0,0	2139	|	Hypoxylon sp. FL1150	2663364	fung:ascomycetes	1635	1635	47	|	3821	plnt:plants	635	378	23	|	30611	anml:primates	329	329	22	|	6282	anml:nematodes	393	393	22	|	n/a	inconclusive	fung:ascomycetes	73
ptg000027l~~25197266..25481234	283969	159009,2043,100,0,0,0,0	74838	|	Onthophagus taurus	166361	anml:insects	54729	47868	906	|	7070	anml:insects	54729	2587	74	|	5874	prst:alveolates	4216	3344	69	|	1176355	fung:microsporidians	7945	2736	60	|	n/a	repeat	anml:insects	19
ptg000027l~~25481235..25484805	3571	0,0,0,0,0,0,0	3528	|	Encephalitozoon cuniculi	284813	fung:microsporidians	3528	3278	134	|	907965	fung:microsporidians	3528	3219	127	|	7396	anml:insects	820	820	41	|						|	n/a	contaminant(div)	fung:microsporidians	99
ptg000027l~~25484806..29555493	4070688	1715643,17644,11540,0,0,0,0	1357415	|	Onthophagus taurus	166361	anml:insects	1151847	851340	3842	|	110193	anml:insects	1151847	139584	709	|	6669	anml:crustaceans	92559	40243	335	|	35525	anml:crustaceans	92559	31337	300	|	n/a	repeat	anml:insects	28
ptg000027l~~29555494..29558086	2593	0,0,0,0,0,0,0	2554	|	Encephalitozoon romaleae	1178016	fung:microsporidians	2554	2472	107	|	2732488	fung:microsporidians	2554	2385	104	|	166361	anml:insects	95	95	11	|						|	n/a	contaminant(div)	fung:microsporidians	98
ptg000027l~~29558087..29903661	345575	126917,3440,5800,0,0,0,0	145742	|	Onthophagus taurus	166361	anml:insects	109094	79017	1083	|	133065	anml:insects	109094	23233	190	|	6706	anml:crustaceans	17833	9282	112	|	7757	anml:fishes	18191	5571	99	|	n/a	low-coverage	anml:insects	32
ptg000027l~~29903662..29907173	3512	0,0,1040,0,0,0,0	3206	|	Parapristionchus giblindavisi	1187980	anml:nematodes	2923	2913	67	|	517775	prst:algae	2245	2245	57	|	7994	anml:fishes	2293	2175	55	|	6573	anml:molluscs	1555	985	33	|	n/a	same-kingdom-chimeric	anml:nematodes	83
ptg000027l~~29907174..30314643	407470	188330,1983,2660,0,0,0,0	103408	|	Onthophagus taurus	166361	anml:insects	77140	68224	1227	|	41895	anml:insects	77140	7466	171	|	104777	anml:rotifers	3330	3260	114	|	6526	anml:molluscs	9349	4744	101	|	n/a	repeat	anml:insects	19
ptg000027l~~30314644..30317034	2391	0,64,0,0,0,0,0	1679	|	Bursaphelenchus okinawaensis	465554	anml:nematodes	1391	1391	42	|	7757	anml:fishes	867	785	29	|	27675	anml:mammals	306	306	23	|	6728	anml:crustaceans	457	372	21	|	n/a	same-kingdom-chimeric	anml:nematodes	58
ptg000027l~~30317035..31454182	1137148	606871,2383,8940,0,0,0,0	307991	|	Onthophagus taurus	166361	anml:insects	250563	192026	1932	|	7539	anml:insects	250563	26558	345	|	104777	anml:rotifers	18118	12067	184	|	96803	anml:crustaceans	20997	7775	144	|	n/a	repeat	anml:insects	22
ptg000027l~~31454183..31462582	8400	762,0,1580,0,0,0,0	7270	|	Mizuhopecten yessoensis	6573	anml:molluscs	4765	4574	98	|	13397	anml:fishes	5218	4167	73	|	269771	fung:fungi	4234	3917	70	|	6526	anml:molluscs	4765	1114	45	|	n/a	same-kingdom-chimeric	anml:molluscs	57
ptg000027l~~31462583..33773297	2310715	1052303,13215,10920,0,0,0,0	619918	|	Onthophagus taurus	166361	anml:insects	502611	379159	2572	|	110193	anml:insects	502611	45277	389	|	96803	anml:crustaceans	31242	5851	119	|	51298	anml:mammals	23328	4629	119	|	n/a	repeat	anml:insects	22
ptg000027l~~33773298..33777311	4014	434,0,0,0,0,0,0	2830	|	Encephalitozoon intestinalis	876142	fung:microsporidians	2599	2180	77	|	284813	fung:microsporidians	2599	2248	77	|	166361	anml:insects	290	290	20	|						|	n/a	contaminant(div)	fung:microsporidians	65
ptg000027l~~33777312..34799124	1021813	474568,4086,3960,0,0,0,0	264790	|	Onthophagus taurus	166361	anml:insects	211868	169049	1852	|	41895	anml:insects	211868	26611	293	|	13397	anml:fishes	18806	12688	128	|	95602	anml:crustaceans	13454	6699	101	|	n/a	repeat	anml:insects	21
ptg000027l~~34799125..34802658	3534	0,0,0,0,0,0,0	3410	|	Encephalitozoon cuniculi	284813	fung:microsporidians	3352	3074	107	|	907965	fung:microsporidians	3352	2488	104	|	470939	anml:insects	324	230	15	|	166361	anml:insects	324	167	12	|	n/a	contaminant(div)	fung:microsporidians	95
ptg000027l~~34802659..35110840	308182	139643,1126,1020,0,0,0,0	101091	|	Onthophagus taurus	166361	anml:insects	78007	52940	1193	|	7539	anml:insects	78007	9575	162	|	34573	anml:molluscs	5077	2930	70	|	1199090	anml:rotifers	3286	3098	66	|	n/a	repeat	anml:insects	25
ptg000027l~~35110841..35113163	2323	0,0,200,0,0,0,0	2101	|	Rhizophagus irregularis	747089	fung:fungi	1234	963	35	|	104777	anml:rotifers	990	554	30	|	943945	prok:mycoplasmas	556	556	29	|	1803374	fung:fungi	1234	530	26	|	n/a	inconclusive	fung:fungi	53
ptg000027l~~35113164..35120500	7337	115,0,0,0,0,0,0	4363	|	Onthophagus taurus	166361	anml:insects	4352	4097	258	|	7048	anml:insects	4352	491	39	|	6454	anml:molluscs	308	308	18	|						|	n/a	primary-div	anml:insects	59
ptg000027l~~35120501..35123720	3220	131,0,200,0,0,0,0	2854	|	Diversispora epigaea	1348612	fung:fungi	1798	1080	38	|	50956	fung:fungi	1798	718	31	|	1172189	prst:alveolates	648	648	30	|	483260	anml:insects	1132	685	29	|	n/a	inconclusive	fung:fungi	56
ptg000027l~~35123721..35300755	177035	103732,2086,1620,0,0,0,0	47531	|	Onthophagus taurus	166361	anml:insects	37557	26431	629	|	116153	anml:insects	37557	8706	163	|	75913	anml:nematodes	8210	4459	98	|	174720	anml:nematodes	8210	1261	76	|	n/a	repeat	anml:insects	21
ptg000027l~~35300756..35305317	4562	0,0,0,0,0,0,0	3463	|	Brachionus angularis	396692	anml:rotifers	2431	2344	56	|	166361	anml:insects	1309	603	29	|	27687	anml:fishes	313	313	21	|	2817044	anml:insects	1309	237	20	|	n/a	same-kingdom-chimeric	anml:rotifers	53
ptg000027l~~35305318..36575960	1270643	704730,14165,5280,0,0,0,0	377410	|	Onthophagus taurus	166361	anml:insects	313518	229830	1939	|	7054	anml:insects	313518	30479	312	|	35525	anml:crustaceans	24425	9368	157	|	9483	anml:primates	7762	7240	110	|	n/a	repeat	anml:insects	25
ptg000027l~~36575961..36580232	4272	106,0,0,0,0,0,0	3010	|	Encephalitozoon romaleae	1178016	fung:microsporidians	2681	2403	97	|	907965	fung:microsporidians	2681	2323	95	|	9837	anml:mammals	178	178	13	|	2950102	prok:high GC Gram+	133	133	12	|	n/a	contaminant(div)	fung:microsporidians	63
ptg000027l~~36580233..36920890	340658	212181,2951,1340,0,0,0,0	90362	|	Onthophagus taurus	166361	anml:insects	77645	65497	1235	|	115357	anml:insects	77645	4432	106	|	396692	anml:rotifers	5154	4562	100	|	6669	anml:crustaceans	3704	3421	92	|	n/a	repeat	anml:insects	23
ptg000027l~~36920891..36925055	4165	0,0,0,0,0,0,0	3569	|	Encephalitozoon hellem	907965	fung:microsporidians	2924	2752	96	|	1178016	fung:microsporidians	2924	2488	93	|	6289	anml:nematodes	283	283	18	|	1928728	prst:cercozoans	191	191	14	|	n/a	contaminant(div)	fung:microsporidians	70
ptg000027l~~36925056..38282649	1357594	892406,7771,3220,0,0,0,0	308127	|	Onthophagus taurus	166361	anml:insects	258339	229398	2483	|	110193	anml:insects	258339	8650	161	|	880535	prst:alveolates	9100	5051	81	|	3827	plnt:plants	16930	5249	79	|	n/a	repeat	anml:insects	19
ptg000027l~~38282650..38285946	3297	0,0,420,0,0,0,0	3052	|	Gigantopelta aegis	1735272	anml:molluscs	3016	1891	63	|	6454	anml:molluscs	3016	2552	60	|	6728	anml:crustaceans	2581	2171	54	|	210409	anml:crustaceans	2581	1385	45	|	n/a	same-kingdom-chimeric	anml:molluscs	91
ptg000027l~~38285947..38477915	191969	113843,101,2520,0,0,0,0	67550	|	Onthophagus taurus	166361	anml:insects	56813	49645	828	|	7070	anml:insects	56813	9752	184	|	13397	anml:fishes	8367	3782	80	|	6454	anml:molluscs	8901	4393	77	|	n/a	repeat	anml:insects	30
ptg000028l	77969	0,0,0,0,0,0,0	70939	|	Niabella yanshanensis	577386	prok:CFB group bacteria	70650	58344	511	|	1825928	prok:CFB group bacteria	70650	58095	503	|	1872085	prok:high GC Gram+	22999	21818	279	|	5942	prst:alveolates	3997	3997	113	|	n/a	contaminant(div)	prok:CFB group bacteria	91
ptg000029l	13203492	10007789,66141,480,0,0,0,0	1584818	|	Onthophagus taurus	166361	anml:insects	1229596	878256	2513	|	217634	anml:insects	1229596	82322	477	|	6087	anml:basal metazoans	45461	30673	260	|	2743191	anml:echinoderms	53427	47135	244	|	n/a	repeat	anml:insects	9
ptg000030l~~1..86482	86482	71568,113,460,0,0,0,0	20065	|	Onthophagus taurus	166361	anml:insects	9278	4831	237	|	3818	plnt:plants	11673	11592	134	|	7070	anml:insects	9278	3176	74	|	6706	anml:crustaceans	884	884	39	|	n/a	repeat	anml:insects	11
ptg000030l~~86483..96239	9757	0,0,1200,0,0,0,0	9711	|	Homarus americanus	6706	anml:crustaceans	8497	8497	124	|	3818	plnt:plants	9257	9257	114	|	7176	anml:insects	1632	1324	45	|	6239	anml:nematodes	3175	1028	37	|	n/a	same-kingdom-chimeric	anml:crustaceans	87
ptg000030l~~96240..3958669	3862430	2800012,39769,9520,0,0,0,0	796475	|	Onthophagus taurus	166361	anml:insects	661748	469448	1936	|	224129	anml:insects	661748	42440	411	|	3818	plnt:plants	62195	35728	243	|	10224	anml:echinoderms	7177	1129	149	|	n/a	repeat	anml:insects	17
ptg000030l~~3958670..3967723	9054	622,0,460,0,0,0,0	8123	|	Homarus americanus	6706	anml:crustaceans	7384	6803	95	|	9483	anml:primates	4107	4107	69	|	6579	anml:molluscs	2839	2816	58	|	88015	anml:crustaceans	7384	1492	48	|	n/a	same-kingdom-chimeric	anml:crustaceans	82
ptg000030l~~3967724..4550665	582942	460721,2512,1260,0,0,0,0	98206	|	Onthophagus taurus	166361	anml:insects	80519	70969	797	|	115357	anml:insects	80519	2820	80	|	2950588	anml:nematodes	3465	3465	67	|	573064	arch:archaea	3001	3001	62	|	n/a	repeat	anml:insects	14
ptg000031l	478302	204994,7268,0,0,0,0,0	89904	|	Onthophagus taurus	166361	anml:insects	65559	49683	690	|	2921223	anml:insects	65559	7051	396	|	2943436	anml:tardigrades	3931	3931	305	|	6087	anml:basal metazoans	8940	8940	126	|	n/a	repeat	anml:insects	14
ptg000032l~~1..1991239	1991239	1312032,124869,2840,0,0,0,0	390024	|	Onthophagus taurus	166361	anml:insects	330704	275311	1961	|	7070	anml:insects	330704	31350	334	|	95602	anml:crustaceans	23130	10783	125	|	2943436	anml:tardigrades	1128	1128	104	|	n/a	repeat	anml:insects	17
ptg000032l~~1991240..1993460	2221	656,0,0,0,0,0,0	1817	|	Zingiber officinale	94328	plnt:plants	1539	1159	43	|	2675774	prok:g-proteobacteria	882	824	36	|	2675789	prok:g-proteobacteria	882	767	33	|	1032070	prok:proteobacteria	470	470	26	|	n/a	inconclusive	plnt:plants	69
ptg000032l~~1993461..2843939	850479	548185,5485,3880,0,0,0,0	210500	|	Onthophagus taurus	166361	anml:insects	174757	111501	1057	|	217634	anml:insects	174757	18072	245	|	35525	anml:crustaceans	14115	6812	125	|	2559892	anml:nematodes	13323	8136	106	|	n/a	repeat	anml:insects	21
ptg000032l~~2843940..2846984	3045	0,0,0,0,0,0,0	1931	|	Encephalitozoon romaleae	1178016	fung:microsporidians	1931	1769	86	|	1354746	fung:microsporidians	1931	1452	79	|	2921223	anml:insects	118	118	11	|						|	n/a	contaminant(div)	fung:microsporidians	63
ptg000032l~~2846985..6859012	4012028	2687744,49921,14020,0,0,0,0	900798	|	Onthophagus taurus	166361	anml:insects	750830	559889	2724	|	7070	anml:insects	750830	45625	429	|	6706	anml:crustaceans	44848	12704	174	|	27687	anml:fishes	31112	7107	167	|	n/a	repeat	anml:insects	19
ptg000032l~~6859013..6861463	2451	441,0,360,0,0,0,0	2397	|	Tetrahymena thermophila	312017	prst:alveolates	1475	1475	46	|	1314677	fung:ascomycetes	967	643	28	|	1211817	prok:firmicutes	616	616	28	|	3986	plnt:plants	1256	587	27	|	n/a	inconclusive	prst:alveolates	60
ptg000032l~~6861464..12390765	5529302	3592256,21914,3640,0,0,0,0	1242366	|	Onthophagus taurus	166361	anml:insects	1034088	813637	3443	|	224129	anml:insects	1034088	41137	337	|	6087	anml:basal metazoans	14813	11300	146	|	95602	anml:crustaceans	33642	11404	126	|	n/a	repeat	anml:insects	19
ptg000032l~~12390766..12392951	2186	0,0,0,0,0,0,0	2155	|	Encephalitozoon cuniculi	284813	fung:microsporidians	2155	1846	77	|	907965	fung:microsporidians	2155	1926	73	|						|						|	n/a	contaminant(div)	fung:microsporidians	99
ptg000032l~~12392952..12754960	362009	197181,1875,0,0,0,0,0	92884	|	Onthophagus taurus	166361	anml:insects	73053	55844	856	|	2817044	anml:insects	73053	4397	89	|	27687	anml:fishes	3067	1904	83	|	34573	anml:molluscs	2690	2181	69	|	n/a	repeat	anml:insects	20
ptg000032l~~12754961..12757142	2182	0,0,0,0,0,0,0	1538	|	Nautilus pompilius	34573	anml:molluscs	1528	1528	66	|	166361	anml:insects	109	109	10	|						|						|	n/a	same-kingdom-chimeric	anml:molluscs	70
ptg000032l~~12757143..15289604	2532462	1389292,8390,3620,0,0,0,0	659358	|	Onthophagus taurus	166361	anml:insects	542628	411889	2219	|	110193	anml:insects	542628	24049	279	|	27405	anml:crustaceans	25234	8895	124	|	125878	anml:amphibians	6750	3016	115	|	n/a	repeat	anml:insects	21
ptg000032l~~15289605..15292240	2636	0,0,0,0,0,0,0	1875	|	Encephalitozoon cuniculi	284813	fung:microsporidians	1875	1589	84	|	907965	fung:microsporidians	1875	1571	80	|						|						|	n/a	contaminant(div)	fung:microsporidians	71
ptg000032l~~15292241..20154985	4862745	2598776,14039,3420,0,0,0,0	1243049	|	Onthophagus taurus	166361	anml:insects	1068732	772298	3095	|	50390	anml:insects	1068732	41848	360	|	27687	anml:fishes	37594	11232	149	|	34573	anml:molluscs	25315	7840	123	|	n/a	repeat	anml:insects	22
ptg000032l~~20154986..20157419	2434	115,0,0,0,0,0,0	1753	|	Gouania willdenowi	441366	anml:fishes	1740	1740	49	|	8030	anml:fishes	1740	180	16	|	22663	plnt:plants	86	86	8	|						|	n/a	inconclusive	anml:fishes	71
ptg000032l~~20157420..21631600	1474181	660852,9367,1200,0,0,0,0	434355	|	Onthophagus taurus	166361	anml:insects	368178	275555	1643	|	609295	anml:insects	368178	7282	294	|	9305	anml:marsupials	11516	9147	108	|	96803	anml:crustaceans	11211	3797	105	|	n/a	repeat	anml:insects	25
ptg000032l~~21631601..21633636	2036	0,0,0,0,0,0,0	1719	|	Hydra vulgaris	6087	anml:basal metazoans	1705	1705	98	|	763278	anml:insects	626	624	69	|	91739	anml:insects	626	307	44	|						|	n/a	same-kingdom-chimeric	anml:basal metazoans	84
ptg000032l~~21633637..23872057	2238421	1041813,5897,1600,0,0,0,0	701858	|	Onthophagus taurus	166361	anml:insects	585331	466626	2340	|	217634	anml:insects	585331	22983	270	|	27405	anml:crustaceans	29191	12239	126	|	27687	anml:fishes	17418	4186	121	|	n/a	repeat	anml:insects	26
ptg000032l~~23872058..23875077	3020	407,0,0,0,0,0,0	1813	|	Encephalitozoon cuniculi	284813	fung:microsporidians	1719	1569	74	|	876142	fung:microsporidians	1719	1482	73	|	50390	anml:insects	96	96	12	|						|	n/a	contaminant(div)	fung:microsporidians	57
ptg000032l~~23875078..34395758	10520681	4783525,31736,11000,0,0,0,0	3121945	|	Onthophagus taurus	166361	anml:insects	2674106	2035716	5302	|	115357	anml:insects	2674106	78799	554	|	27687	anml:fishes	92551	28548	341	|	348617	fung:fungi	25685	12165	227	|	n/a	repeat	anml:insects	25
ptg000032l~~34395759..34398944	3186	515,0,360,0,0,0,0	3154	|	Arachis hypogaea	3818	plnt:plants	2977	2977	74	|	6728	anml:crustaceans	1516	1516	54	|	8030	anml:fishes	2665	2115	51	|	50390	anml:insects	511	485	30	|	n/a	contaminant(div)	plnt:plants	93
ptg000032l~~34398945..35928787	1529843	647460,2883,4540,0,0,0,0	506126	|	Onthophagus taurus	166361	anml:insects	429529	300779	1747	|	170555	anml:insects	429529	13017	347	|	51298	anml:mammals	13243	4527	153	|	27687	anml:fishes	22601	5182	149	|	n/a	repeat	anml:insects	28
ptg000032l~~35928788..35931167	2380	0,0,0,0,0,0,0	1536	|	Encephalitozoon hellem	907965	fung:microsporidians	1536	1445	75	|	284813	fung:microsporidians	1536	1145	72	|						|						|	n/a	contaminant(div)	fung:microsporidians	65
ptg000032l~~35931168..37058099	1126932	403834,2178,1380,0,0,0,0	347938	|	Onthophagus taurus	166361	anml:insects	292556	204180	1307	|	224129	anml:insects	292556	18525	452	|	2953977	prok:a-proteobacteria	23098	4273	282	|	2884482	prok:a-proteobacteria	23098	1870	278	|	n/a	repeat	anml:insects	26
ptg000032l~~37058100..37060305	2206	0,0,340,0,0,0,0	2193	|	Austropuccinia psidii	181123	fung:basidiomycetes	972	972	41	|	104179	prst:alveolates	1336	858	36	|	89957	prst:alveolates	1336	688	32	|	45954	anml:molluscs	585	585	31	|	n/a	inconclusive	fung:basidiomycetes	44
ptg000032l~~37060306..38677800	1617495	567459,3410,2080,0,0,0,0	567318	|	Onthophagus taurus	166361	anml:insects	488245	365567	1770	|	41139	anml:insects	488245	23953	250	|	3818	plnt:plants	34917	14286	152	|	95602	anml:crustaceans	25823	5211	128	|	n/a	repeat	anml:insects	30
ptg000032l~~38677801..38679882	2082	0,0,0,0,0,0,0	1547	|	Echinops telfairi	9371	anml:mammals	1144	1144	87	|	125878	anml:amphibians	1145	1029	82	|	8407	anml:amphibians	1145	523	57	|	166361	anml:insects	494	222	16	|	n/a	inconclusive	anml:mammals	55
ptg000032l~~38679883..42692305	4012423	1409449,7094,7340,0,0,0,0	1356070	|	Onthophagus taurus	166361	anml:insects	1201579	884589	3166	|	224129	anml:insects	1201579	47094	398	|	27687	anml:fishes	33813	14763	285	|	933632	anml:reptiles	17969	7361	231	|	n/a	repeat	anml:insects	30
ptg000032l~~42692306..42694493	2188	329,0,0,0,0,0,0	2064	|	Arachis hypogaea	3818	plnt:plants	2064	2064	59	|	7217	anml:insects	438	410	27	|	684658	anml:insects	438	228	20	|	6549	anml:molluscs	109	109	13	|	n/a	contaminant(div)	plnt:plants	94
